 num     #instances         #bytes  class name (module)
 410:            32            912  [Ljava.lang.constant.ClassDesc; (java.base@23)
 411:            19            912  org.apache.maven.model.ReportSet
 412:            56            896  java.util.concurrent.atomic.AtomicReferenceArray (java.base@23)
 413:            37            888  [Ljava.lang.reflect.TypeVariable; (java.base@23)
 414:            22            880  java.lang.invoke.VarHandle$AccessDescriptor (java.base@23)
 415:             1            872  [Ljava.lang.classfile.Opcode; (java.base@23)
 416:             6            864  java.text.DecimalFormat (java.base@23)
 417:            27            864  java.util.logging.LogManager$4 (java.logging@23)
 418:            36            864  org.apache.maven.artifact.versioning.ComparableVersion
 419:            36            864  org.apache.maven.artifact.versioning.VersionRange
 420:             9            864  org.glassfish.grizzly.nio.SelectorRunner
 421:            27            864  sun.reflect.generics.repository.ConstructorRepository (java.base@23)
 422:            31            848  [Lsun.reflect.generics.tree.TypeSignature; (java.base@23)
 423:            35            840  java.util.Formatter$FixedString (java.base@23)
 424:            51            816  java.util.TreeMap$EntrySet (java.base@23)
 425:            17            816  org.apache.maven.model.Extension
 426:            20            800  com.google.common.cache.LocalCache$WeakEntry
 427:            25            800  java.time.format.DateTimeFormatterBuilder$NumberPrinterParser (java.base@23)
 428:            25            800  org.glassfish.grizzly.threadpool.FixedThreadPool$BasicWorker
 429:            25            800  org.glassfish.grizzly.utils.LinkedTransferQueue$Node
 430:            33            792  com.google.inject.Key$AnnotationTypeStrategy
 431:            33            792  org.glassfish.jersey.uri.PatternWithGroups
 432:            16            768  java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite (java.base@23)
 433:            24            768  java.lang.reflect.ClassFileFormatVersion (java.base@23)
 434:            32            768  java.time.format.DateTimeFormatterBuilder$CompositePrinterParser (java.base@23)
 435:             5            760  jdk.internal.org.objectweb.asm.ClassWriter (java.base@23)
 436:            47            752  jdk.proxy3.$Proxy34 (jdk.proxy3)
 437:            47            752  jdk.proxy3.$Proxy42 (jdk.proxy3)
 438:            31            744  java.security.Provider$EngineDescription (java.base@23)
 439:            46            736  org.eclipse.sisu.bean.BeanInjector
 440:            13            728  sun.util.calendar.ZoneInfo (java.base@23)
 441:            10            720  java.util.ResourceBundle$CacheKey (java.base@23)
 442:            18            720  org.apache.maven.model.Organization
 443:            15            720  org.glassfish.jersey.server.model.Resource$Data
 444:            10            720  sun.invoke.util.Wrapper (java.base@23)
 445:             9            720  sun.nio.ch.EPollSelectorImpl (java.base@23)
 446:            30            720  sun.reflect.generics.repository.FieldRepository (java.base@23)
 447:            17            712  [Ljava.lang.invoke.MethodType; (java.base@23)
 448:            29            696  com.google.inject.spi.TypeConverterBinding
 449:            29            696  java.time.LocalTime (java.base@23)
 450:            29            696  java.util.concurrent.atomic.AtomicLong (java.base@23)
 451:            43            688  java.util.regex.Pattern$BranchConn (java.base@23)
 452:            22            680  [Ljava.io.ObjectStreamField; (java.base@23)
 453:            28            672  java.lang.invoke.Invokers (java.base@23)
 454:            28            672  java.util.ImmutableCollections$ListN (java.base@23)
 455:            28            672  org.glassfish.jersey.server.model.HandlerConstructor
 456:             6            656  [D (java.base@23)
 457:            41            656  sun.reflect.generics.tree.TypeVariableSignature (java.base@23)
 458:            27            648  java.util.logging.LogManager$LoggerContext$1 (java.logging@23)
 459:            27            648  jdk.internal.classfile.impl.StackMapGenerator$Type (java.base@23)
 460:             9            648  org.glassfish.grizzly.utils.ConcurrentHashMapV8
 461:            27            648  sun.reflect.generics.scope.ConstructorScope (java.base@23)
 462:            20            640  java.lang.invoke.MethodHandleNatives$CallSiteContext (java.base@23)
 463:            10            640  java.text.DateFormatSymbols (java.base@23)
 464:            16            640  java.time.format.DateTimeFormatter (java.base@23)
 465:            20            640  java.util.ResourceBundle$KeyElementReference (java.base@23)
 466:            40            640  org.apache.maven.model.building.FileModelSource
 467:             3            624  [Ljava.lang.invoke.LambdaForm; (java.base@23)
 468:            26            624  java.lang.classfile.Opcode$Kind (java.base@23)
 469:            39            624  java.util.regex.Pattern$BitClass (java.base@23)
 470:            26            624  org.glassfish.hk2.utilities.binding.AbstractBinder$2
 471:             7            616  java.text.DecimalFormatSymbols (java.base@23)
 472:            11            616  jdk.internal.org.objectweb.asm.Label (java.base@23)
 473:            11            616  org.apache.maven.model.Resource
 474:            11            616  org.apache.maven.model.Site
 475:            25            600  java.util.concurrent.ConcurrentLinkedQueue$Node (java.base@23)
 476:            25            600  org.glassfish.hk2.utilities.reflection.ParameterizedTypeImpl
 477:            15            600  org.glassfish.jersey.server.model.Resource
 478:            15            600  org.glassfish.jersey.server.model.RuntimeResource
 479:            20            584  [Ljava.lang.reflect.Parameter; (java.base@23)
 480:            36            576  jdk.proxy1.$Proxy0 (jdk.proxy1)
 481:             9            576  org.apache.maven.model.Notifier
 482:            18            576  org.fusesource.jansi.Ansi$Attribute
 483:            35            560  com.google.common.collect.RegularImmutableList
 484:             7            560  java.util.concurrent.TimeUnit (java.base@23)
 485:            14            560  org.apache.maven.model.IssueManagement
 486:            34            544  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@23)
 487:             1            528  [Ljava.lang.Character; (java.base@23)
 488:            22            528  java.util.AbstractMap$SimpleImmutableEntry (java.base@23)
 489:            22            528  java.util.concurrent.ConcurrentHashMap$KeySetView (java.base@23)
 490:            11            528  org.apache.maven.model.CiManagement
 491:            22            528  org.eclipse.sisu.plexus.PlexusLifecycleManager$2
 492:             2            520  [Lcom.google.inject.Binding;
 493:             5            520  java.lang.invoke.InnerClassLambdaMetafactory (java.base@23)
 494:            16            512  com.google.common.collect.RegularImmutableSet
 495:             8            512  java.nio.DirectByteBuffer (java.base@23)
 496:            16            512  java.time.temporal.ChronoUnit (java.base@23)
 497:            16            512  org.apache.maven.model.DependencyManagement
 498:            16            512  org.eclipse.aether.graph.Exclusion
 499:            21            504  com.google.inject.spi.ModuleSource
 500:            21            504  java.util.regex.Pattern$Start (java.base@23)
 501:            12            480  java.lang.WeakPairMap$Pair$Weak (java.base@23)
 502:            12            480  java.lang.invoke.DirectMethodHandle$Interface (java.base@23)
 503:            10            480  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle (java.base@23)
 504:            15            480  java.lang.invoke.VarForm (java.base@23)
 505:            20            480  java.lang.reflect.Executable$ParameterData (java.base@23)
 506:            20            480  java.util.Formatter (java.base@23)
 507:            20            480  java.util.concurrent.ConcurrentLinkedQueue (java.base@23)
 508:            20            480  java.util.regex.Pattern$BmpCharPropertyGreedy (java.base@23)
 509:            20            480  jdk.internal.org.objectweb.asm.ByteVector (java.base@23)
 510:            30            480  jdk.proxy1.$Proxy2 (jdk.proxy1)
 511:            10            480  org.glassfish.grizzly.attributes.UnsafeAttributeHolder
 512:             6            480  org.glassfish.grizzly.threadpool.ThreadPoolConfig
 513:            29            464  java.util.regex.Pattern$$Lambda/0x800000038 (java.base@23)
 514:            19            456  java.time.Duration (java.base@23)
 515:            19            456  org.eclipse.aether.RepositoryEvent$EventType
 516:            19            456  org.glassfish.jersey.server.internal.routing.Route
 517:             8            448  java.nio.HeapByteBuffer (java.base@23)
 518:             4            448  java.util.GregorianCalendar (java.base@23)
 519:            28            448  jdk.internal.logger.DefaultLoggerFinder$1 (java.base@23)
 520:            28            448  jdk.proxy3.$Proxy41 (jdk.proxy3)
 521:            14            448  org.glassfish.jersey.message.ReaderModel
 522:            14            448  org.glassfish.jersey.message.WriterModel
 523:            11            440  java.lang.OutOfMemoryError (java.base@23)
 524:             1            432  [[[C (java.base@23)
 525:            18            432  java.text.DateFormat$Field (java.base@23)
 526:            27            432  jdk.proxy1.$Proxy3 (jdk.proxy1)
 527:            18            432  org.eclipse.sisu.plexus.PlexusConfigurations$ConfigurationProvider
 528:            18            432  org.eclipse.sisu.wire.EntryMapAdapter
 529:             9            432  org.glassfish.grizzly.memory.HeapMemoryManager$HeapBufferThreadLocalPool
 530:             6            432  org.glassfish.jersey.internal.util.collection.ConcurrentHashMapV8
 531:            18            432  org.glassfish.jersey.internal.util.collection.Values$LazyValueImpl
 532:            18            432  sun.nio.ch.SocketOptionRegistry$RegistryKey (java.base@23)
 533:            13            416  [Lcom.google.common.cache.LocalCache$Segment;
